nces_district_id,epa_high_priority,epa_rural_indicator
4704470,Yes,No
4704500,Yes,No
1703750,Yes,No
1704440,No,Yes
1704680,Yes,No
1705190,Yes,No
1705460,No,Yes
1705580,Yes,No
1705610,Yes,No
1705760,Yes,No
1705950,Yes,No
1706060,Yes,No
1706180,Yes,No
1706420,Yes,No
1723640,Yes,No
1716950,Yes,No
1707440,Yes,No
1707740,Yes,No
1736810,Yes,No
1700125,No,Yes
1707860,Yes,No
1708040,Yes,No
1708070,Yes,No
1741520,Yes,No
1708130,Yes,No
1708310,Yes,No
1708370,Yes,No
1708340,Yes,No
1708580,Yes,No
1735460,Yes,No
1730510,Yes,No
1709180,Yes,No
1708220,No,Yes
1737860,Yes,No
1709300,Yes,No
1709270,Yes,No
1739630,Yes,No
1709400,No,Yes
1709960,Yes,No
1709990,Yes,No
1700217,Yes,No
1710200,Yes,No
1709930,Yes,No
1710340,Yes,No
1710570,Yes,No
1706510,Yes,No
1710980,Yes,No
1711010,Yes,No
1736600,Yes,No
1700176,No,Yes
1711290,Yes,No
1739090,No,Yes
1701388,Yes,No
1711790,Yes,No
1711850,Yes,No
1712000,Yes,No
1712090,Yes,No
1712150,Yes,No
1712450,Yes,No
1712420,Yes,No
1712480,Yes,No
1712760,Yes,No
1712960,Yes,No
1712990,Yes,No
1713170,Yes,No
1713320,Yes,No
1713500,No,Yes
1713590,Yes,No
1713660,Yes,No
1713860,Yes,No
1736300,Yes,No
1714760,Yes,No
1710950,Yes,No
1741580,Yes,No
1715900,Yes,No
1716020,Yes,No
1716080,Yes,No
1700045,Yes,No
1730900,Yes,No
1700092,Yes,No
1716680,Yes,No
1717280,Yes,No
1717580,Yes,No
1718200,Yes,Yes
1718270,Yes,No
1718450,Yes,No
1718510,Yes,No
1718600,Yes,No
1718810,Yes,No
1718960,Yes,No
1719660,Yes,No
1719680,Yes,No
1707170,Yes,No
1720190,Yes,No
1700329,Not in SIAPE,Yes
1720550,Yes,No
1720580,Yes,No
1700015,Yes,No
1720760,Yes,No
1720790,No,Yes
1721000,Yes,No
1701381,No,Yes
1722080,Yes,No
1721510,Yes,No
1722020,Yes,No
1722050,Yes,No
1722150,Yes,No
1722770,No,Yes
1708100,Yes,No
1722980,Yes,No
1713440,Yes,No
1723700,Yes,No
1723920,Yes,No
1723970,Yes,No
1724650,Yes,No
1705466,Yes,No
1725000,Yes,No
1725020,Yes,No
1725110,Yes,No
1725680,Yes,Yes
1726970,Yes,No
1725920,Yes,No
1727340,Yes,No
1727610,Yes,No
1700004,No,Yes
1700110,Yes,No
1728810,Yes,No
1742240,Yes,No
1701403,Yes,No
1728890,Yes,No
1740680,Yes,No
1730540,Yes,No
1729040,Yes,No
1701404,Yes,No
1700265,Not in SIAPE,Yes
1729700,Yes,Yes
1729730,No,Yes
1730750,Yes,No
1730810,Yes,No
1731140,Yes,No
1731230,Yes,No
1731860,Yes,No
1731950,Yes,No
1732280,Yes,Yes
1732370,Yes,No
1724720,Yes,No
1733210,Yes,No
1722130,Yes,No
1733390,Yes,No
1733420,Yes,No
1733690,Yes,No
1734100,Yes,No
1734350,Yes,No
1734380,Yes,No
1734410,Yes,No
1734470,Yes,No
1734510,Yes,No
1735160,Yes,No
1735310,Yes,No
1735340,Yes,No
1706600,No,Yes
1742990,Yes,No
1736330,Yes,No
1736360,Yes,No
1700114,No,Yes
1736640,Yes,No
1736720,Yes,No
1736750,Yes,No
1736610,Yes,Yes
1736900,Yes,No
1737080,Yes,No
1737140,Yes,No
1737230,Yes,Yes
1737680,Yes,No
1737830,No,Yes
1700112,Yes,No
1704050,Yes,No
1738550,Yes,No
1738970,Yes,No
1708250,Yes,No
1700293,Not in SIAPE,Yes
1739930,Yes,No
1738490,No,Yes
1740200,Yes,No
1740410,No,Yes
1718480,Yes,No
1740740,No,Yes
1741250,Yes,No
1700310,Yes,No
1701387,No,Yes
1710820,Yes,No
1742510,Yes,No
1742570,Yes,No
1742660,No,Yes
1743050,Yes,No
1743380,Yes,No
1743800,Yes,No
1743860,Yes,No
1800060,Yes,No
1800150,Yes,No
1801170,Yes,No
1802440,Yes,No
1803270,Yes,No
1803300,Yes,No
1803630,Yes,No
1803870,Yes,No
1804770,Yes,No
1805370,Yes,No
1805460,Yes,No
1802910,Yes,No
1805910,Yes,No
1806390,Yes,No
1801230,Yes,No
1806570,Yes,No
1810110,Yes,No
1812810,Yes,No
1807320,Yes,No
1807440,Yes,No
1800118,Yes,No
1807710,No,Yes
1808490,Yes,No
1808640,Yes,No
1801740,No,Yes
1808850,Yes,No
1803180,Yes,No
1809510,Yes,No
1804620,Yes,No
1802880,Yes,No
1804320,Yes,No
1809990,Yes,No
1810260,Yes,No
1810290,Yes,No
1810470,Yes,Yes
1811220,Yes,No
1812090,Yes,No
1809360,No,Yes
5900187,Not in SIAPE,Yes
5900054,Not in SIAPE,No
2602040,No,Yes
2602160,Yes,No
2602730,Yes,No
2601092,Not in SIAPE,Yes
2603270,No,Yes
2603540,Yes,No
2603570,Yes,Yes
2603600,Yes,Yes
2603810,Yes,Yes
2603870,Yes,No
2603960,Yes,No
2603990,Yes,Yes
2604020,No,Yes
2600005,Yes,No
2604320,Yes,Yes
2604350,No,Yes
2604440,Yes,No
2604500,Yes,No
2604620,No,Yes
2604740,Yes,No
2604800,Yes,No
2604830,Yes,No
2604950,No,Yes
2605100,Yes,No
2605690,Yes,Yes
2600105,Yes,No
2606270,Yes,No
2606300,Yes,No
2606780,Yes,No
2606900,No,No
2607040,Yes,No
2607410,Yes,No
2607470,No,Yes
2607710,Yes,No
2607890,Yes,No
2608010,No,Yes
2608070,Yes,No
2608130,No,Yes
2608160,Yes,No
2608280,No,Yes
2608400,Yes,Yes
2608580,Yes,No
2608610,No,Yes
2601028,Not in SIAPE,Yes
2680260,Not in SIAPE,Yes
2609560,No,Yes
2610080,Yes,No
2610200,Yes,No
2610230,Yes,No
2610590,Yes,No
2610980,Yes,No
2611030,Yes,No
2600016,Yes,No
2611600,Yes,No
2611610,Yes,No
2611700,Yes,No
2611970,Yes,Yes
2600980,Not in SIAPE,Yes
2601103,Yes,No
2612150,Yes,No
2612450,Yes,No
2612810,Yes,No
2612930,Yes,No
2613090,No,Yes
2613140,No,Yes
2615600,Yes,Yes
2613560,No,Yes
2600014,No,Yes
2610560,Yes,Yes
2614100,Yes,No
2614460,Yes,No
2614520,Yes,No
2611190,No,Yes
2614790,No,Yes
2615750,Yes,No
2615990,Yes,No
2616020,No,Yes
2616080,Yes,No
2680420,Not in SIAPE,Yes
2616440,Yes,No
2616560,No,Yes
2614690,Yes,Yes
2617340,Yes,No
2617370,Yes,Yes
2617520,Yes,No
2600007,No,Yes
2617760,Yes,No
2617820,Yes,No
2617880,Yes,No
2618030,Yes,No
2618270,Yes,No
2618330,Yes,No
2601107,Not in SIAPE,Yes
2618360,Yes,Yes
2618600,Yes,No
2619170,No,Yes
2619290,Yes,No
2619470,Yes,No
2619620,Yes,No
2619950,Yes,No
2620010,Yes,Yes
2620160,Yes,No
2620400,No,Yes
2600018,No,Yes
2621150,Yes,No
2621420,No,Yes
2621600,Yes,No
2621750,Yes,No
2622320,Yes,No
2622350,No,Yes
2622470,Yes,No
2622800,No,Yes
2622860,No,Yes
2623160,Yes,No
2623460,Yes,No
2623670,Yes,Yes
2624000,Yes,Yes
2612960,No,Yes
2624600,Yes,No
2624690,Yes,No
2624720,Yes,No
2624870,Yes,No
2624840,Yes,No
2600103,Not in SIAPE,Yes
2625560,Yes,No
2629220,No,Yes
2630480,No,Yes
2625920,No,Yes
2626190,Yes,No
2600285,Not in SIAPE,No
2626400,Yes,Yes
2626550,No,Yes
2626760,Yes,No
2626970,Yes,No
2627180,No,Yes
2628200,No,Yes
2628740,Yes,No
2628830,Yes,No
2629130,No,Yes
2629190,No,Yes
2600269,Not in SIAPE,Yes
2629250,Yes,No
2629400,Yes,No
2629460,Yes,No
2629580,Yes,Yes
2629760,Yes,No
2630060,Yes,No
2630120,Yes,No
2615830,Yes,No
2630210,Yes,No
2630360,Yes,No
2630390,Yes,No
2630990,No,No
2632070,Yes,No
2600012,No,No
2632880,Yes,No
2632940,Yes,No
2633000,No,Yes
2601104,Not in SIAPE,Yes
2600019,No,Yes
2633360,No,No
2625350,Yes,No
2633540,Yes,No
2600966,Not in SIAPE,Yes
2601120,Not in SIAPE,Yes
2634680,Yes,No
2634710,Yes,No
2634920,No,Yes
2635010,Yes,No
2635040,No,Yes
2635130,Yes,Yes
2635340,Yes,Yes
2635460,Yes,No
2600015,Yes,No
2635790,Yes,Yes
2635850,Yes,Yes
2632910,Yes,No
2611640,Yes,No
2635970,Yes,No
2636060,Yes,No
2636240,Yes,Yes
2636390,Yes,Yes
2636480,Yes,Yes
2636630,Yes,No
2700126,Not in SIAPE,Yes
5900166,Not in SIAPE,Yes
5900038,Not in SIAPE,Yes
5900135,Not in SIAPE,No
2700300,Not in SIAPE,Yes
5900064,Not in SIAPE,Yes
2700480,No,Yes
2702730,No,Yes
2703300,No,Yes
2703540,No,Yes
2703570,No,Yes
2703750,No,Yes
2705430,Yes,Yes
2700255,Not in SIAPE,Yes
2705660,No,Yes
2705730,No,Yes
2705760,No,Yes
2707110,Yes,Yes
2700023,No,Yes
2707450,No,Yes
2707470,No,Yes
2707590,No,No
2708070,Yes,Yes
2700110,No,Yes
2708940,No,Yes
2700290,Not in SIAPE,Yes
2700103,No,Yes
2709360,Yes,No
2700150,No,Yes
2709420,No,No
2709540,No,Yes
2713110,No,Yes
2709690,No,Yes
2700218,Not in SIAPE,Yes
2710090,No,Yes
2710140,No,No
2700139,Not in SIAPE,Yes
2711085,No,Yes
2711220,No,Yes
2711460,No,Yes
2700484,Not in SIAPE,Yes
2711910,No,Yes
2712210,No,Yes
2712300,No,Yes
2712480,No,Yes
2712580,No,Yes
2700293,Not in SIAPE,Yes
2713020,No,Yes
2700339,Not in SIAPE,Yes
2700107,No,Yes
2718920,No,Yes
2713680,No,Yes
2713860,No,Yes
2713890,No,Yes
2713930,No,Yes
2714010,No,Yes
2714070,No,Yes
2715510,No,Yes
2715540,No,Yes
2717010,No,Yes
2717120,No,Yes
2791447,No,Yes
2700125,No,Yes
2717460,No,Yes
2717570,No,Yes
2700088,No,Yes
2717880,No,Yes
2717910,No,Yes
2717940,No,Yes
2718060,No,Yes
2718270,No,Yes
2718540,Yes,Yes
2718660,Yes,Yes
2723550,No,Yes
2718960,No,Yes
2719170,No,Yes
2720580,No,Yes
2791450,No,Yes
2721270,No,Yes
2700019,No,Yes
2700090,No,Yes
2700275,Not in SIAPE,Yes
2733720,Yes,Yes
2700101,No,Yes
2700256,Not in SIAPE,Yes
2730870,Yes,Yes
2700089,No,Yes
2700039,Not in SIAPE,Yes
2725050,Yes,Yes
2700321,Not in SIAPE,Yes
2728110,No,Yes
2728170,No,Yes
2728200,No,Yes
2728960,Yes,Yes
2728970,No,Yes
2700038,Not in SIAPE,Yes
2716830,No,Yes
2700385,No,Yes
2730450,No,Yes
2730510,Yes,Yes
2700132,No,Yes
2700182,No,No
2700163,No,Yes
2732460,No,Yes
2700294,No,Yes
2732970,No,Yes
2732700,No,Yes
2700417,Not in SIAPE,Yes
2733390,No,Yes
2700008,No,No
2733840,Yes,No
2700127,No,Yes
2700326,No,Yes
2791446,No,Yes
2700005,No,Yes
2700479,Not in SIAPE,Yes
2700372,Not in SIAPE,Yes
2741060,No,Yes
2741430,No,Yes
2702910,No,Yes
2741850,No,Yes
2742120,Yes,Yes
2700104,No,Yes
2700183,No,Yes
2742330,No,Yes
2791449,No,Yes
2700099,No,No
3906190,Yes,No
3904348,Yes,No
3904349,Yes,No
3904351,Yes,No
3904352,Yes,No
3904353,Yes,No
3910017,Yes,No
3904357,Yes,No
3904361,Yes,No
3904523,Yes,No
3905012,Yes,No
3904617,Yes,No
3904778,Yes,No
3904368,Yes,No
3904369,Yes,No
3904370,Yes,No
3904371,Yes,No
3904374,Yes,No
3904375,Yes,No
3904376,Yes,No
3910026,Yes,No
3904377,Yes,No
3904813,Yes,No
3904378,Yes,No
3904380,Yes,No
3904381,Yes,No
3904382,Yes,No
3910008,Yes,No
3904535,Yes,No
3904783,Yes,No
3904384,Yes,No
3904390,Yes,No
3904391,Yes,No
3904912,Yes,No
3904394,Yes,No
3904395,Yes,No
3904396,Yes,No
3904591,Yes,No
3904399,Yes,No
3904401,Yes,No
3906568,Yes,No
3904403,Yes,No
3904404,Yes,No
3904537,Yes,No
3904406,Yes,No
3904961,Yes,No
3904540,Yes,No
3904950,Yes,No
3904414,Yes,No
3904415,Yes,No
3904868,Yes,No
3904416,Yes,No
3910025,Yes,No
3905024,Yes,No
3910007,Yes,No
3904422,Yes,No
3904545,Yes,No
3904423,Yes,No
3904424,Yes,No
3904426,Yes,No
3900537,Yes,No
3904429,Yes,No
3904430,Yes,No
3910019,Yes,No
3904433,Yes,No
3904434,Yes,No
3904435,Yes,No
3904852,Yes,No
3904440,Yes,No
3904962,Yes,No
3904877,Yes,No
3904441,Yes,No
3904444,Yes,No
3904446,Yes,No
3904447,Yes,No
3904613,Yes,No
3904445,Yes,No
3904449,Yes,No
3904451,Yes,No
3904873,Yes,No
3904963,Yes,No
3904457,Yes,No
3904776,Yes,No
3910015,Yes,No
3904951,Yes,Yes
3910027,Yes,No
3904588,Yes,No
3904468,Yes,No
3904659,Yes,No
3904607,Yes,No
3904794,Yes,No
3904730,Yes,No
3910006,Yes,No
3904474,Yes,No
3904913,Yes,No
3904835,Yes,No
3904795,Yes,No
3904644,Yes,No
3904853,Yes,No
3904906,Yes,No
3904481,Yes,No
3904471,Yes,No
3904482,Yes,No
3904485,Yes,No
3904490,Yes,No
3904491,Yes,No
3904592,Yes,No
3904869,Yes,No
3904752,Yes,No
3904964,Yes,No
3905039,Yes,No
3904499,Yes,No
3904500,Yes,No
3910011,Yes,No
3904965,Yes,No
3904914,Yes,No
3904502,Yes,No
3904503,Yes,No
3904505,Yes,No
3904915,Yes,Yes
3904966,Yes,No
3904507,Yes,No
3904566,Yes,No
3904408,Yes,No
3904516,Yes,No
3904517,Yes,No
5900104,Not in SIAPE,No
5900144,Not in SIAPE,Yes
5900114,Not in SIAPE,No
5500060,Yes,Yes
5500180,No,Yes
5500240,No,Yes
5500510,No,No
5500630,Yes,No
5500900,Yes,Yes
5501050,Yes,No
5501170,No,Yes
5505730,No,Yes
5501260,No,No
5501560,No,Yes
5501920,No,Yes
5502340,Yes,No
5500058,Yes,Yes
5500033,Not in SIAPE,Yes
5502880,Yes,No
5502910,Yes,Yes
5502970,No,Yes
5503090,No,Yes
5503150,No,Yes
5503810,No,Yes
5504170,No,Yes
5504350,No,Yes
5514970,Yes,No
5504860,No,Yes
5504920,No,No
5505220,No,Yes
5505280,Yes,Yes
5505520,No,Yes
5505580,No,Yes
5505640,Yes,Yes
5505670,No,Yes
5505970,Yes,Yes
5500056,No,No
5506270,Yes,No
5506420,No,Yes
5506480,Yes,Yes
5506870,No,Yes
5512540,Yes,Yes
5507560,Yes,Yes
5504620,Yes,Yes
5509630,No,Yes
5507830,No,Yes
5508250,No,Yes
5508280,No,Yes
5508760,Yes,No
5508970,Yes,Yes
5509070,Yes,No
5509150,Yes,Yes
5509600,Yes,No
5509690,No,Yes
5509870,No,Yes
5510230,No,Yes
5510350,No,Yes
5504980,Yes,Yes
5501530,No,Yes
5503860,No,Yes
5509720,Yes,Yes
5510770,Yes,Yes
5511310,No,Yes
5511710,No,Yes
5511730,No,Yes
5511790,No,Yes
5511880,No,Yes
5512180,No,Yes
5512210,No,Yes
5512300,No,Yes
5512360,Yes,No
5512780,No,Yes
5513470,No,Yes
5513530,No,No
5513890,No,Yes
5512030,No,Yes
5514700,Yes,Yes
5514850,No,Yes
5514910,No,No
5511820,Yes,Yes
5515060,No,Yes
5500750,No,Yes
5515390,No,Yes
5515570,No,Yes
5515930,Yes,Yes
5515960,Yes,No
5516230,No,Yes
5516440,No,Yes
5516470,Yes,No
5516590,Yes,Yes
5516650,No,Yes
5516860,Yes,Yes
5517130,No,Yes
5517160,No,Yes
0502280,Yes,No
0502430,Yes,No
0502580,Yes,No
0502610,Yes,No
0502670,Yes,Yes
0502700,Yes,No
0502730,Yes,No
0500019,Yes,No
0502820,Yes,No
0500032,Yes,Yes
0503150,Yes,No
0503240,Yes,No
0503300,Yes,Yes
0503320,Yes,No
0503450,Yes,No
0503480,Yes,No
0503630,Yes,No
0503710,Yes,No
0503770,Yes,Yes
0503840,Yes,Yes
0506060,Yes,No
0504050,Yes,No
0500070,Yes,No
0504080,Yes,No
0506690,Yes,No
0504350,Yes,Yes
0504380,Yes,No
0500067,Yes,No
0504410,Yes,Yes
0504560,Yes,Yes
0500009,Yes,No
0500405,Yes,Yes
0504740,Yes,No
0507740,Yes,Yes
0504800,Yes,No
0504890,No,Yes
0500072,Yes,Yes
0500049,Yes,No
0505170,Yes,No
0505190,Yes,No
0500001,Yes,No
0505340,Yes,Yes
0505430,Yes,No
0505500,Yes,No
0505550,Yes,No
0500048,Yes,No
0505680,Yes,No
0500068,Yes,No
0505850,Yes,No
0505970,Yes,No
0506150,Yes,Yes
0506210,Yes,No
0506240,Yes,No
0506270,Yes,No
0506330,Yes,No
0506360,Yes,No
0500029,Yes,No
0506870,Yes,No
0507110,Yes,Yes
0507170,Yes,No
0500042,Yes,No
0507230,No,Yes
0507350,Yes,No
0507530,Yes,No
0507560,Yes,No
0507620,Yes,Yes
0507680,Yes,No
0507710,Yes,Yes
0507770,Yes,No
0500071,Yes,Yes
0507840,Yes,No
0507860,Yes,No
0507890,Yes,No
0507990,Yes,No
0508130,Yes,No
0500061,Not in SIAPE,Yes
0500021,Yes,Yes
0513230,Yes,No
0500419,Yes,No
0508240,Yes,Yes
0508280,Yes,No
0508490,Yes,Yes
0500065,Yes,No
0508640,Yes,No
0500082,Yes,No
0503420,Yes,Yes
0509360,Yes,No
0509000,Yes,No
0500044,Yes,No
0509240,Yes,No
0509270,Yes,No
0509330,Yes,No
0509390,Yes,No
0509420,Yes,No
0509510,Yes,Yes
0509570,Yes,Yes
0509600,Yes,Yes
0509630,Yes,No
0509720,Yes,Yes
0509750,Yes,No
0500020,Yes,Yes
0509780,Yes,No
0509840,Yes,No
0509990,Yes,Yes
0510170,Yes,No
0510200,Yes,Yes
0510260,Yes,No
0510380,Yes,No
0510410,Yes,No
0510440,Yes,No
0500030,Yes,Yes
0500023,Yes,No
0500022,Not in SIAPE,Yes
0510680,Yes,No
0510920,Yes,Yes
0510950,Yes,No
0500073,Yes,No
0510980,Yes,No
0500076,Yes,Yes
0511010,Yes,No
0500432,Not in SIAPE,Yes
0500051,Yes,No
0511070,Yes,Yes
0511340,Yes,No
0511370,Yes,No
0500026,Yes,No
0511610,Yes,No
0511820,Yes,No
0504370,Yes,No
0500045,Yes,No
0508400,Yes,No
0512000,Yes,No
0512060,Yes,No
0512090,Yes,Yes
0509480,Yes,Yes
0512420,Yes,Yes
0512480,Yes,Yes
0512520,Yes,No
0510320,No,Yes
0512570,Yes,No
0512540,Yes,No
0512630,Yes,No
0500028,Yes,No
0512930,Yes,Yes
0512960,Yes,No
0513110,Yes,No
0500047,Yes,No
0500079,Yes,Yes
0513560,Yes,Yes
0513680,Yes,No
0500006,Yes,No
0513930,Yes,No
0508040,Yes,No
0514040,Yes,No
0500041,No,Yes
0514020,Yes,No
0514430,Yes,No
0514490,Yes,Yes
5900146,Not in SIAPE,No
2200030,Yes,No
2200060,Yes,No
2200120,Yes,No
2200150,Yes,No
2200210,Yes,Yes
2200300,Yes,No
2200330,Yes,No
2200360,Yes,Yes
2200420,Yes,Yes
2200040,Yes,No
2200240,Yes,No
2201080,Yes,No
2200450,Yes,No
2200480,Yes,No
2200510,Yes,No
2200540,Yes,No
2200570,Yes,No
2200600,Yes,No
2200630,Yes,No
2200660,Yes,No
2200690,Yes,No
2200720,Yes,No
2200750,Yes,No
2200780,Yes,No
2200810,Yes,No
2200840,Yes,No
2200870,Yes,No
2200900,Yes,No
2200960,Yes,Yes
2200990,Yes,No
2201050,Yes,No
2201110,Yes,No
2201140,Yes,No
2201170,Yes,No
2201200,Yes,No
2201260,Yes,No
2201290,Yes,No
2201320,Yes,Yes
2201350,Yes,No
2201380,Yes,No
2201410,Yes,No
2201470,Yes,No
2201500,Yes,No
2201530,Yes,No
2201560,Yes,No
2201590,Yes,No
2201620,Yes,No
2201680,Yes,No
2201710,Yes,Yes
2201740,Yes,No
2201770,Yes,No
2201800,Yes,No
2201830,No,Yes
2201860,Yes,No
2201890,Yes,No
2201920,Yes,No
2201950,Yes,Yes
2202010,Yes,No
5900046,Not in SIAPE,Yes
5900147,Not in SIAPE,No
5900087,Not in SIAPE,Yes
5900188,Not in SIAPE,Yes
5900155,Not in SIAPE,Yes
5900138,Not in SIAPE,No
5900179,Not in SIAPE,Yes
5900048,Not in SIAPE,Yes
5900098,Not in SIAPE,Yes
5900033,Not in SIAPE,No
5900195,Not in SIAPE,Yes
5900074,Not in SIAPE,No
5900081,Not in SIAPE,No
5900140,Not in SIAPE,No
5900069,Not in SIAPE,No
5900184,Not in SIAPE,Yes
5900050,Not in SIAPE,Yes
5900125,Not in SIAPE,Yes
5900167,Not in SIAPE,Yes
5900093,Not in SIAPE,No
5900044,Not in SIAPE,Yes
5900116,Not in SIAPE,No
5900157,Not in SIAPE,No
5900126,Not in SIAPE,No
5900162,Not in SIAPE,No
5900084,Not in SIAPE,Yes
5900108,Not in SIAPE,Yes
5900136,Not in SIAPE,Yes
5900151,Not in SIAPE,No
5900028,Not in SIAPE,No
5900075,Not in SIAPE,Yes
5900130,Not in SIAPE,No
5900174,Not in SIAPE,No
5900039,Not in SIAPE,No
5900177,Not in SIAPE,Yes
5900150,Not in SIAPE,Yes
5900191,Not in SIAPE,No
5900056,Not in SIAPE,Yes
5900060,Not in SIAPE,No
5900059,Not in SIAPE,No
5900119,Not in SIAPE,No
3500030,Yes,No
3500060,No,No
3500090,Yes,Yes
3500150,Yes,No
3500180,Yes,No
3500210,No,No
3500240,Yes,No
3500270,Yes,Yes
3500330,Yes,Yes
3500390,Yes,No
3500420,Yes,Yes
3500480,No,Yes
3500510,Yes,Yes
3500540,Yes,Yes
3500570,Yes,No
3500600,Yes,No
3500630,Yes,Yes
3500660,Yes,Yes
3500690,Yes,No
3500720,No,Yes
3500750,Yes,No
3500790,Yes,Yes
3500810,Yes,Yes
3500174,Not in SIAPE,Yes
3500840,Yes,Yes
3500900,Yes,No
3500930,Yes,Yes
3500990,Yes,No
3501020,Yes,Yes
3501050,Yes,Yes
3501080,Yes,No
3501110,Yes,Yes
3501140,No,Yes
3501170,Yes,No
3501200,Yes,Yes
3501230,Yes,Yes
3501260,Yes,No
3501290,No,Yes
3501320,Yes,Yes
3500179,Not in SIAPE,No
3501350,Yes,Yes
3501380,Yes,Yes
3501410,No,No
3501470,Yes,No
3501530,Yes,No
3501590,Yes,Yes
3501620,Yes,Yes
3501650,No,No
3501680,Yes,No
3501740,Yes,No
3501770,Yes,Yes
3501800,Yes,Yes
3500153,Not in SIAPE,No
3501830,Yes,Yes
3501980,Yes,Yes
3500186,Not in SIAPE,No
3501860,Yes,Yes
3501920,No,Yes
3501950,Yes,Yes
3502010,Yes,No
3502040,Yes,Yes
3502070,No,No
3502100,Yes,No
3502130,Yes,Yes
3502160,Yes,Yes
3502190,Yes,No
3500143,Not in SIAPE,Yes
3502220,Yes,Yes
3500176,Not in SIAPE,Yes
3502250,Yes,No
3502280,Yes,Yes
3502310,Yes,No
3502340,No,Yes
3502400,Yes,No
3502430,Yes,No
3500177,Not in SIAPE,No
3502460,Yes,No
3502490,Yes,Yes
3502610,Yes,No
3502520,Yes,No
3502550,Yes,Yes
3502580,Yes,No
3502640,Yes,No
3502670,Yes,No
3500001,Yes,Yes
3502730,Yes,Yes
3500158,Not in SIAPE,No
3501560,Yes,No
3502800,Yes,No
4009480,Yes,No
5900200,Not in SIAPE,No
4021840,No,No
5900163,Not in SIAPE,No
5900034,Not in SIAPE,No
4002430,Yes,No
4002520,Yes,No
4002580,Yes,Yes
4002720,No,Yes
4002760,No,Yes
4003000,Yes,No
4003060,Yes,Yes
4003180,Yes,No
4003210,Yes,No
4003240,No,Yes
4003300,No,Yes
4003360,Yes,Yes
4003510,No,Yes
4003660,Yes,Yes
4003690,Yes,No
4003750,No,Yes
4003840,Yes,No
4003930,Yes,Yes
4004350,Yes,No
4004360,No,Yes
4033603,Yes,Yes
4004470,Yes,No
4004630,Yes,No
4004650,Yes,No
4004830,Yes,No
4004860,Yes,Yes
4004950,Yes,No
4005010,Yes,No
4005040,Yes,Yes
4005130,Yes,No
4005160,Yes,No
4005280,Yes,No
4005340,Yes,No
4005430,Yes,No
4005460,No,No
4005520,Yes,No
4005580,Yes,No
4005760,No,Yes
4005820,Yes,Yes
4005910,No,Yes
4000014,Yes,Yes
4006000,Yes,No
4006060,No,No
4006120,No,No
4000051,Not in SIAPE,Yes
4006180,No,No
4006240,No,No
4006270,Yes,Yes
4006330,Yes,No
4006390,Yes,Yes
4006420,No,Yes
4006480,Yes,Yes
4000795,Not in SIAPE,Yes
4006630,Yes,Yes
4006930,Yes,No
4006960,Yes,No
4007320,Yes,No
4007350,Yes,No
4007380,Yes,No
4007410,No,Yes
4000755,Not in SIAPE,No
4007500,No,Yes
4007560,Yes,No
4000068,Not in SIAPE,Yes
4007800,Yes,Yes
4008010,Yes,No
4008070,Yes,No
4008130,Yes,Yes
4008220,Yes,No
4008250,Yes,No
4008310,No,Yes
4008460,Yes,No
4008490,Yes,No
4008640,Yes,No
4008730,Yes,Yes
4008790,No,Yes
4009060,Yes,No
4009090,No,Yes
4009150,Yes,No
4009300,Yes,No
4009360,Yes,No
4009390,No,No
4009420,No,No
4017020,No,Yes
4009720,Yes,No
4009750,Yes,No
4009780,Yes,No
4009810,Yes,No
4009910,No,No
4010050,Yes,No
4010200,Yes,No
4010260,Yes,Yes
4010290,Yes,No
4010350,Yes,No
4010440,Yes,No
4010650,No,No
4010710,No,No
4010740,Yes,No
4010860,No,Yes
4011040,Yes,Yes
4011160,Yes,Yes
4011250,Yes,No
4011280,No,Yes
4011400,Yes,Yes
4011430,No,Yes
4011580,Yes,Yes
4011700,Yes,No
4011850,Yes,No
4011880,No,Yes
4033602,Yes,Yes
4011970,No,No
4012000,Yes,Yes
4012300,Yes,Yes
4012060,Yes,Yes
4012150,Yes,No
4012180,Yes,Yes
4000020,No,Yes
4012390,Yes,No
4012420,No,Yes
4012570,Yes,Yes
4012630,Yes,No
4012720,No,No
4012750,Yes,No
4012900,Yes,Yes
4013080,Yes,No
4000782,Yes,No
4013230,Yes,No
4013200,Yes,No
4013290,Yes,No
4013530,Yes,No
4013500,No,No
4013600,No,No
4013650,Yes,Yes
4013680,Yes,Yes
4013740,Yes,Yes
4013830,No,Yes
4013920,Yes,No
4013950,Yes,No
4014080,Yes,No
4014100,Yes,No
4014130,No,Yes
4014160,Yes,No
4014340,No,Yes
4014370,Yes,No
4014610,Yes,Yes
4014700,Yes,No
4014730,Yes,No
4014790,Yes,No
4014850,Yes,Yes
4014890,Yes,No
4014970,No,No
4015090,No,Yes
4015120,Yes,No
4015210,Yes,No
4015240,Yes,No
4000032,Yes,No
4015370,Yes,No
4015420,No,No
4015450,No,Yes
4015690,Yes,No
4015900,No,No
4015990,Yes,Yes
4016320,Yes,Yes
4016350,Yes,No
4016380,Yes,No
4000033,Not in SIAPE,No
4000048,Not in SIAPE,Yes
4000069,Not in SIAPE,Yes
4016590,Yes,No
4016620,Yes,Yes
4016650,No,Yes
4016710,No,Yes
4016720,No,No
4017040,No,Yes
4017190,No,No
4017220,No,Yes
4017250,Yes,No
4017280,Yes,Yes
4017310,Yes,Yes
4017370,No,Yes
