nces_district_id,epa_high_priority,epa_rural_indicator
4017700,Yes,No
4017880,No,No
4018000,Yes,No
4022950,No,Yes
4018270,Yes,No
4018390,Yes,Yes
4018480,No,No
4018570,Yes,No
4018660,Yes,No
4018780,Yes,No
4018870,Yes,No
4018960,Yes,No
4018990,Yes,Yes
4019200,Yes,No
4019260,Yes,No
4019380,Yes,No
4019440,Yes,No
4019410,Yes,No
4019560,No,No
4019620,No,Yes
4019860,Yes,No
4019950,Yes,No
4019980,Yes,Yes
4020040,Yes,No
4020080,Yes,No
4020160,Yes,No
4020190,Yes,No
4020310,No,No
4029886,Yes,Yes
4020640,Yes,Yes
4020880,Yes,No
4020970,Yes,No
4021120,No,Yes
4021360,No,No
4021540,Yes,No
4000071,Not in SIAPE,Yes
4021930,Yes,No
4022410,Yes,Yes
4022560,Yes,No
4022650,Yes,Yes
4006850,Yes,No
4022770,Yes,No
4022800,Yes,No
4000797,Yes,No
4023340,Yes,Yes
4023370,Yes,No
4023400,Yes,No
4023580,Yes,No
4023610,Yes,Yes
4010560,Yes,No
4023730,Yes,Yes
4024180,No,Yes
4024330,No,No
4024630,Yes,No
4024690,Yes,No
4024720,No,Yes
4024840,Yes,No
4024870,Yes,No
4024930,No,Yes
4025050,No,No
4025290,Yes,No
4025320,Yes,No
4025410,Yes,Yes
4025500,Yes,Yes
4025530,Yes,No
4025590,Yes,Yes
4025800,Yes,Yes
4025860,Yes,Yes
4025920,No,Yes
4033601,Yes,No
4026250,No,No
4026280,No,Yes
4026310,Yes,No
4026550,Yes,No
4026580,Yes,No
4026610,Yes,Yes
4026730,Yes,No
4026790,Yes,No
4026940,Yes,Yes
4027000,No,No
4027240,No,Yes
4027300,Yes,No
4027330,Yes,No
4027420,No,No
4027450,Yes,No
4027540,No,Yes
4027570,Yes,No
4027630,No,Yes
4027640,No,No
4027840,Yes,Yes
4027930,Yes,No
4027960,Yes,No
4027990,No,No
4028200,Yes,No
4028350,No,No
4028620,Yes,Yes
4028650,Yes,No
4028710,Yes,No
4028800,No,No
4028920,No,Yes
4028980,No,Yes
4029010,No,Yes
4029070,No,Yes
4029100,No,Yes
4029310,No,Yes
4029380,Yes,No
4029400,Yes,Yes
4029430,No,Yes
4029610,No,No
4029640,Yes,No
4029670,Yes,No
4029760,Yes,Yes
4029820,No,Yes
4029850,Yes,No
4000015,Yes,Yes
4000013,No,Yes
4030030,Yes,No
4030060,Yes,Yes
4030120,Yes,No
4000757,Not in SIAPE,Yes
4030240,Yes,No
4030270,Yes,Yes
4030290,Yes,No
4030300,No,Yes
4030330,No,Yes
4030360,Yes,Yes
4030390,Yes,Yes
4030480,Yes,No
4030870,Yes,Yes
4030960,No,No
4030990,No,No
4031020,No,Yes
4031080,Yes,No
4031140,Yes,No
4031170,No,Yes
4031290,Yes,No
4031470,Yes,No
4031500,Yes,No
4031590,Yes,Yes
4031650,Yes,Yes
4031770,No,No
4031860,Yes,No
4031980,Yes,Yes
4032040,No,Yes
4032130,Yes,Yes
4032190,Yes,Yes
4032220,Yes,No
4000065,Not in SIAPE,Yes
4032370,Yes,No
4000094,Not in SIAPE,Yes
4032400,Yes,No
4032430,Yes,Yes
4032460,Yes,No
4032700,Yes,No
4032730,Yes,Yes
4032760,Yes,Yes
4032790,Yes,No
4032880,Yes,No
4032940,No,Yes
4032970,Yes,No
4033090,No,No
4030048,No,Yes
4033210,Yes,Yes
4033240,Yes,No
4033360,Yes,No
4033390,Yes,Yes
4033540,No,Yes
4033600,No,No
4807440,Yes,No
4807500,Yes,Yes
4807680,No,Yes
4807710,Yes,No
4807800,Yes,No
4807830,Yes,No
4807980,Yes,No
4808130,Yes,No
4808160,Yes,No
4808430,Yes,No
4808460,Yes,No
4808550,Yes,No
4808580,Yes,No
4800006,Yes,Yes
4808870,Yes,No
4808880,Yes,No
4809000,Yes,No
4809060,No,Yes
4809090,Yes,No
4809300,Yes,No
4809330,No,Yes
4809390,Yes,No
4809410,Yes,No
4809540,Yes,No
4809630,Yes,No
4809670,Yes,No
4809720,Yes,No
4899130,Yes,Yes
4809980,Yes,Yes
4810140,Yes,No
4810170,No,Yes
4810200,Yes,No
4800227,Not in SIAPE,Yes
4810260,Yes,No
4800005,No,Yes
4810380,Yes,No
4810440,Yes,No
4810470,Yes,No
4810500,Yes,No
4810620,No,Yes
4810830,No,Yes
4810860,No,Yes
4810950,Yes,Yes
4811040,No,Yes
4811070,Yes,No
4811110,Yes,No
4811220,Yes,No
4811250,No,Yes
4811430,Yes,Yes
4811490,Yes,Yes
4811520,Yes,Yes
4811550,No,Yes
4811580,Yes,No
4811610,Yes,No
4811680,Yes,No
4811700,Yes,No
4811790,Yes,No
4811820,No,Yes
4811850,Yes,No
4811910,No,Yes
4811990,Yes,Yes
4812090,Yes,No
4812150,Yes,Yes
4812480,Yes,No
4812540,Yes,No
4812640,Yes,No
4812780,Yes,No
4812870,Yes,No
4812990,Yes,No
4813170,Yes,No
4813200,No,Yes
4813320,Yes,No
4813350,Yes,No
4813380,Yes,Yes
4813410,Yes,Yes
4813500,Yes,No
4813590,Yes,No
4813620,No,Yes
4813710,Yes,No
4813740,No,Yes
4813770,No,Yes
4813860,Yes,No
4813890,Yes,Yes
4813920,Yes,No
4813980,Yes,Yes
4800012,Yes,No
4814070,Yes,No
4814160,Yes,Yes
4814190,Yes,No
4814370,Yes,No
4814430,Yes,No
4814520,Yes,No
4814550,Yes,No
4814600,Yes,No
4814640,Yes,No
4814760,Yes,No
4814820,Yes,No
4814880,Yes,No
4814920,Yes,Yes
4814970,Yes,No
4815120,Yes,No
4815150,Yes,Yes
4815270,Yes,No
4815300,Yes,Yes
4815330,Yes,No
4815360,Yes,No
4815400,Yes,No
4815570,Yes,Yes
4815690,Yes,No
4815720,Yes,No
4800001,Yes,Yes
4815810,Yes,Yes
4815870,Yes,Yes
4815930,Yes,No
4815960,Yes,No
4815990,Yes,Yes
4816080,Yes,Yes
4816180,Yes,No
4816230,Yes,No
4816260,Yes,No
4816320,Yes,Yes
4816380,Yes,Yes
4816350,Yes,Yes
4816440,Yes,Yes
4816570,Yes,No
4816620,Yes,No
4816650,Yes,Yes
4816890,Yes,Yes
4816950,Yes,No
4816980,Yes,No
4816140,Yes,No
4817040,Yes,No
4817100,Yes,No
4817130,No,Yes
4817160,Yes,No
4817190,No,Yes
4817390,Yes,No
4817400,No,Yes
4817460,No,Yes
4817550,Yes,No
4817580,Yes,No
4817730,Yes,No
4817960,Yes,No
4818000,Yes,No
4818060,Yes,No
4818070,Yes,Yes
4818150,Yes,No
4818180,Yes,No
4818210,Yes,No
4818280,Yes,No
4818300,Yes,No
4818330,Yes,No
4818390,Yes,No
4818660,Yes,Yes
4818720,Yes,No
4818780,Yes,Yes
4818810,Yes,No
4818840,Yes,Yes
4818890,No,Yes
4818900,Yes,No
4818940,Yes,No
4819050,Yes,Yes
4819140,No,Yes
4819280,No,Yes
4819440,Yes,No
4819500,Yes,Yes
4819530,Yes,Yes
4811400,No,Yes
4820190,Yes,No
4819700,Yes,No
4819770,Yes,No
4819820,Yes,Yes
4820040,Yes,No
4820070,Yes,No
4820100,Yes,Yes
4820130,Yes,Yes
4820220,Yes,No
4820250,Yes,No
4820280,Yes,No
4820400,Yes,Yes
4820460,Yes,No
4820550,Yes,Yes
4820700,Yes,No
4820760,Yes,No
4820790,No,Yes
4821000,No,Yes
4821030,Yes,No
4821060,Yes,No
4821090,Yes,No
4821150,Yes,No
4821180,Yes,Yes
4821270,Yes,Yes
4821330,Yes,Yes
4821450,Yes,No
4821480,No,Yes
4821560,No,Yes
4821630,Yes,Yes
4821810,Yes,No
4821840,No,Yes
4821900,Yes,Yes
4821930,No,Yes
4821990,Yes,Yes
4822020,No,Yes
4822050,Yes,No
4822120,No,Yes
4822260,Yes,Yes
4822470,Yes,No
4822530,Yes,No
4822590,No,Yes
4822620,Yes,No
4822650,Yes,Yes
4822680,No,Yes
4822740,Yes,No
4822770,Yes,No
4822830,Yes,No
4822850,Yes,Yes
4822890,Yes,Yes
4822920,Yes,No
4822970,Yes,No
4823010,Yes,No
4823070,Yes,Yes
4823100,Yes,No
4823160,No,Yes
4835560,Yes,No
4823280,Yes,No
4823310,Yes,No
4823430,Yes,No
4823460,No,Yes
4823490,Yes,No
4823640,Yes,No
4823760,Yes,No
4823790,Yes,No
4823850,Yes,No
4824000,Yes,No
4824030,Yes,No
4824210,Yes,No
4824330,Yes,Yes
4824360,No,Yes
4824590,Yes,No
4824630,Yes,No
4824660,No,Yes
4824730,Yes,No
4824750,Yes,No
4824810,Yes,Yes
4824900,No,Yes
4825020,Yes,No
4825110,Yes,No
4825140,Yes,No
4825290,No,Yes
4825410,No,Yes
4825440,Yes,No
4825470,Yes,Yes
4825530,Yes,Yes
4825560,Yes,No
4825620,Yes,No
4825680,Yes,No
4825710,Yes,Yes
4825790,No,Yes
4825800,Yes,No
4825870,Yes,Yes
4825890,No,Yes
4825950,Yes,No
4826040,Yes,No
4826070,Yes,No
4826130,Yes,No
4826250,Yes,Yes
4826280,Yes,No
4826340,Yes,No
4826490,Yes,No
4826610,Yes,No
4826700,Yes,No
4826220,Yes,No
4826790,Yes,No
4826850,Yes,No
4826910,Yes,No
4826970,Yes,Yes
4827000,Yes,Yes
4827060,Yes,No
4827090,Yes,No
4827120,Yes,No
4827180,Yes,Yes
4827240,Yes,No
4827270,Yes,No
4827330,No,Yes
4827390,Yes,No
4827540,Yes,Yes
4827600,Yes,No
4827630,No,Yes
4827750,Yes,No
4827780,Yes,No
4827810,Yes,No
4827890,Yes,Yes
4827930,Yes,Yes
4827960,Yes,Yes
4828110,Yes,No
4828140,Yes,Yes
4828170,Yes,No
4828230,Yes,No
4828290,Yes,No
4828350,Yes,No
4828410,No,Yes
4828500,Yes,No
4828550,Yes,No
4828620,Yes,No
4828650,Yes,No
4828680,Yes,No
4828710,Yes,No
4828780,Yes,No
4828800,Yes,No
4828980,No,Yes
4829040,Yes,Yes
4829130,Yes,No
4829160,Yes,No
4829250,Yes,Yes
4829280,No,Yes
4829370,Yes,Yes
4829400,Yes,No
4829520,No,Yes
4829670,Yes,No
4829700,Yes,Yes
4829880,Yes,Yes
4829910,Yes,No
4829940,No,Yes
4830030,Yes,Yes
4830180,Yes,Yes
4830210,Yes,Yes
4830250,Yes,No
4830300,No,Yes
4830340,Yes,No
4830390,Yes,No
4830420,Yes,No
4830480,No,Yes
4830660,Yes,No
4830810,No,Yes
4830950,Yes,No
4831040,Yes,No
4831230,Yes,No
4831320,No,Yes
4831380,Yes,Yes
4831410,No,Yes
4831470,Yes,Yes
4831500,Yes,Yes
4831560,No,Yes
4831650,Yes,Yes
4831760,Yes,No
4831860,No,Yes
4831890,Yes,No
4831920,Yes,Yes
4831950,Yes,No
4831970,Yes,Yes
4832010,Yes,No
4832090,Yes,No
4832130,Yes,No
4832190,Yes,No
4832220,No,Yes
4832340,Yes,No
4832610,Yes,No
4832730,Yes,Yes
4832740,Yes,Yes
4832880,No,Yes
4832910,No,Yes
4832970,Yes,No
4833030,Yes,No
4833240,Yes,Yes
4833340,Yes,Yes
4833360,Yes,No
4833390,Yes,Yes
4833570,Yes,No
4833630,Yes,No
4833660,Yes,Yes
4833690,Yes,No
4833720,Yes,No
4833840,Yes,No
4833870,Yes,No
4833900,Yes,Yes
4833960,Yes,No
4833980,Yes,Yes
4834020,Yes,No
4834050,Yes,No
4834140,Yes,No
4834170,Yes,No
4800007,Yes,Yes
4834290,Yes,No
4834320,Yes,No
4834380,Yes,Yes
4834410,Yes,Yes
4834470,Yes,No
4834550,Yes,No
4834630,No,Yes
4834680,Yes,No
4834770,Yes,No
4834800,Yes,No
4834860,Yes,No
4834980,Yes,No
4835010,Yes,No
4835040,No,Yes
4835070,Yes,No
4841580,Yes,No
4835250,Yes,No
4835400,Yes,No
4835490,Yes,No
4835520,Yes,No
4835760,Yes,No
4835800,Yes,No
4835820,Yes,Yes
4835890,Yes,Yes
4835910,Yes,No
4836180,Yes,Yes
4836210,Yes,No
4836240,Yes,No
4836390,Yes,No
4836420,Yes,Yes
4836480,Yes,Yes
4836510,No,Yes
4836540,Yes,No
4836780,Yes,No
4836930,Yes,No
4836970,Yes,No
4836960,Yes,No
4837080,Yes,Yes
4837140,Yes,No
4837170,Yes,No
4837230,Yes,Yes
4842120,Yes,Yes
4837320,Yes,Yes
4837380,Yes,No
4837440,Yes,No
4837470,No,Yes
4837500,Yes,No
4837590,Yes,No
4800003,Yes,Yes
4837740,Yes,No
4837900,Yes,No
4838040,Yes,Yes
4838100,No,Yes
4838190,Yes,No
4838280,Yes,No
4838310,Yes,No
4838360,Yes,No
4838430,Yes,Yes
4838490,Yes,No
4838520,No,Yes
4838610,Yes,No
4838730,Yes,No
4838760,Yes,Yes
4838790,Yes,No
4838820,Yes,No
4838850,Yes,No
4838900,Yes,No
4838910,Yes,No
4838970,Yes,No
4839000,Yes,No
4839030,Yes,No
4839060,Yes,Yes
4839120,No,Yes
4839210,Yes,No
4839300,Yes,No
4839330,Yes,No
4839360,Yes,No
4839390,No,Yes
4839510,No,Yes
4839600,Yes,Yes
4839690,Yes,No
4839780,Yes,Yes
4839900,Yes,Yes
4839930,Yes,No
4839960,Yes,No
4839990,Yes,No
4840020,Yes,No
4840200,Yes,Yes
4840290,Yes,Yes
4840350,Yes,No
4840380,No,Yes
4840410,Yes,No
4840440,Yes,No
4840500,Yes,Yes
4840590,Yes,No
4840620,Yes,No
4840710,Yes,No
4840740,Yes,No
4840770,Yes,No
4840680,Yes,No
4840890,Yes,No
4840920,Yes,No
4840950,Yes,No
4841220,Yes,No
4841250,Yes,Yes
4800002,Yes,Yes
4841340,No,Yes
4841400,Yes,No
4841550,No,Yes
4841670,No,Yes
4841700,Yes,Yes
4841760,No,Yes
4841790,No,Yes
4842030,Yes,No
4842060,Yes,No
4842090,Yes,No
4842210,Yes,No
4842240,Yes,No
4842300,Yes,No
4842330,Yes,No
4842360,Yes,No
4842390,Yes,Yes
4842420,No,Yes
4842480,Yes,No
4842510,Yes,No
4842540,No,Yes
4842570,No,Yes
4842690,Yes,Yes
4842720,Yes,No
4842780,Yes,Yes
4842810,Yes,No
4842840,Yes,Yes
4842990,Yes,No
4843110,Yes,No
4843200,Yes,No
4843320,Yes,No
4843400,Yes,Yes
4843650,Yes,No
4843680,Yes,Yes
4843720,Yes,No
4843740,Yes,Yes
4843800,Yes,No
4843950,Yes,No
4843980,No,Yes
4844250,No,Yes
4844280,Yes,No
4844310,Yes,Yes
4844370,No,Yes
4844520,Yes,Yes
4844670,Yes,No
4844810,Yes,Yes
4844890,Yes,Yes
4844910,Yes,No
4844940,Yes,No
4844960,Yes,No
4845090,Yes,No
4845120,Yes,No
4845150,Yes,No
4845180,Yes,Yes
4845210,Yes,No
4845240,Yes,Yes
4843290,Yes,No
4845380,Yes,No
4845420,No,Yes
4845450,No,Yes
4845570,No,Yes
4845720,Yes,No
4845990,Yes,No
4846200,Yes,No
4846230,Yes,No
4846260,Yes,No
4846350,No,Yes
4846380,Yes,No
4846410,Yes,Yes
4846440,Yes,No
4846470,Yes,No
4846590,Yes,Yes
4846620,Yes,No
4846650,Yes,Yes
4846680,Yes,No
4846710,Yes,No
4846740,Yes,Yes
5900196,Not in SIAPE,No
1903090,No,Yes
1903060,No,Yes
1904080,No,Yes
1900031,Yes,Yes
1903780,No,Yes
1903960,No,Yes
1904560,No,Yes
1904620,No,Yes
1909570,No,Yes
1905490,No,Yes
1905790,Yes,No
1905940,No,Yes
1906840,No,Yes
1906900,No,Yes
1907110,No,Yes
1907710,Yes,No
1908070,No,Yes
1908130,No,Yes
1908610,No,Yes
1909060,No,Yes
1929580,No,Yes
1910690,No,Yes
1910980,No,Yes
1911250,No,Yes
1912230,No,Yes
1912480,No,Yes
1913230,No,Yes
1913320,No,Yes
1913440,No,Yes
1913660,No,Yes
1913380,No,Yes
1914880,No,Yes
1915630,Yes,No
1915660,No,Yes
1999001,Not in SIAPE,Yes
1916110,No,Yes
1916320,Yes,Yes
1916420,No,Yes
1916620,No,Yes
1917880,No,Yes
1918030,No,Yes
1918480,No,Yes
1918630,No,Yes
1918930,No,Yes
1918120,No,Yes
1919200,No,Yes
1919590,No,Yes
1919740,Yes,Yes
1919770,No,Yes
1919860,No,Yes
1913110,No,Yes
1900006,No,Yes
1905750,No,Yes
1920830,No,Yes
1903850,No,Yes
1921210,No,Yes
1921600,No,Yes
1900025,No,Yes
1922440,No,Yes
1923190,No,Yes
1923340,Yes,Yes
1999005,Not in SIAPE,Yes
1900028,No,Yes
1924150,No,Yes
1910340,No,Yes
1924960,No,Yes
1925050,No,Yes
1925380,No,Yes
1925620,Yes,Yes
1926280,No,Yes
1900023,No,Yes
1926400,Yes,No
1900024,No,Yes
1900026,No,Yes
1926670,Yes,No
1926730,No,No
1927270,No,Yes
1928020,No,Yes
1928110,No,Yes
1928980,Yes,Yes
1929280,Yes,Yes
1929730,No,Yes
1930560,No,Yes
1930720,No,Yes
1931290,No,Yes
1931830,No,Yes
1931920,No,Yes
5900103,Not in SIAPE,No
2003430,No,Yes
2003510,No,Yes
2005700,No,Yes
2003570,Yes,Yes
2009450,No,Yes
2000012,No,Yes
2004080,No,Yes
2004140,Yes,Yes
2004380,Yes,Yes
2004410,No,Yes
2004500,No,Yes
2004230,No,Yes
2000349,No,Yes
2008940,No,Yes
2003390,No,Yes
2005250,No,Yes
2004650,Yes,No
2000369,Not in SIAPE,Yes
2011520,Yes,Yes
2004770,Yes,Yes
2004790,Yes,Yes
2004800,No,Yes
2004950,No,Yes
2004980,Yes,No
2005040,No,Yes
2005190,No,Yes
2005370,No,Yes
2005400,No,Yes
2005520,No,Yes
2005550,No,Yes
2005760,Yes,Yes
2005790,No,Yes
2005850,No,Yes
2006000,Yes,Yes
2008310,No,Yes
2006210,No,Yes
2006270,Yes,No
2006360,Yes,No
2006480,Yes,No
2011040,No,Yes
2007260,No,Yes
2006660,Yes,No
2006690,No,Yes
2006780,No,Yes
2006870,No,Yes
2006990,No,Yes
2007080,No,Yes
2007110,Yes,Yes
2007800,No,Yes
2007320,Yes,No
2007530,No,Yes
2007680,No,Yes
2007740,Yes,No
2007750,No,Yes
2007950,Yes,No
2008100,No,Yes
2006720,No,Yes
2008190,No,Yes
2008220,No,Yes
2008280,No,Yes
2000382,Not in SIAPE,Yes
2012810,No,Yes
2008610,No,Yes
2008700,No,Yes
2008790,No,Yes
2008880,No,Yes
2008910,No,Yes
2009060,No,Yes
2009090,No,Yes
2009480,No,Yes
2000040,Not in SIAPE,Yes
2009660,No,Yes
2000370,Not in SIAPE,Yes
2009420,No,Yes
2009600,No,Yes
2009630,No,Yes
2005280,No,Yes
2009720,No,Yes
2000353,No,Yes
2009900,Yes,No
2009930,No,Yes
2009570,No,Yes
2003480,Yes,No
2000046,Not in SIAPE,Yes
2010050,No,Yes
2010080,No,Yes
2010170,No,Yes
2010290,No,Yes
2010350,No,Yes
2004020,No,Yes
2010470,Yes,Yes
2009850,No,Yes
2010560,Yes,No
2011280,No,Yes
2010590,No,Yes
2005310,No,Yes
2010710,Yes,No
2010740,No,Yes
2010770,No,Yes
2008250,No,Yes
2010950,No,Yes
2000023,No,Yes
2000030,No,Yes
2000029,No,Yes
2011190,No,Yes
2009320,No,No
2011400,No,Yes
2000007,No,Yes
2008130,Yes,Yes
2007470,Yes,Yes
2011790,No,Yes
2006510,No,Yes
2000347,Not in SIAPE,Yes
2011820,No,Yes
2011880,No,Yes
2011910,No,Yes
2011970,Yes,Yes
2007860,No,Yes
2012060,No,Yes
2012090,No,Yes
2012120,No,Yes
2012150,No,Yes
2000346,No,Yes
2012260,Yes,No
2000013,No,Yes
2003960,No,Yes
2012450,Yes,Yes
2012780,No,Yes
2004560,No,Yes
2004470,No,Yes
2012630,No,Yes
2011610,No,Yes
2000028,No,Yes
2012900,Yes,Yes
2007500,Yes,Yes
2000020,No,Yes
2006630,No,Yes
2013110,No,Yes
2905790,Yes,No
2902970,No,Yes
2903060,Yes,Yes
2903120,No,Yes
2903150,Yes,No
2904050,Yes,No
2904140,Yes,Yes
2904170,No,Yes
2904530,Yes,No
2904590,Yes,No
2904950,Yes,No
2904980,Yes,No
2905130,Yes,No
2905190,No,Yes
2905280,Yes,No
2905610,Yes,Yes
2905700,Yes,No
2905760,Yes,No
2905820,No,Yes
2905850,Yes,Yes
2905940,Yes,No
2906030,Yes,Yes
2906090,Yes,No
2906170,Yes,Yes
2906360,Yes,No
2906430,Yes,No
2906450,Yes,Yes
2906480,Yes,No
2907050,Yes,No
2907080,No,Yes
2907470,Yes,No
2908170,Yes,No
2908340,Yes,Yes
2929170,Yes,No
2908430,Yes,No
2908460,Yes,No
2908670,Yes,No
2908730,Yes,Yes
2916380,No,Yes
2909090,Yes,No
2909120,Yes,No
2909750,Yes,Yes
2909810,Yes,Yes
2909900,No,Yes
2910200,Yes,Yes
2910230,No,Yes
2910260,Yes,Yes
2910290,Yes,No
2905640,Yes,No
2906120,Yes,No
2905730,Yes,No
2910710,Yes,No
2910920,Yes,Yes
2910950,Yes,Yes
2911100,Yes,Yes
2930420,Yes,No
2911220,Yes,No
2911310,Yes,No
2911340,Yes,No
2911450,Yes,Yes
2911580,Yes,No
2911670,Yes,No
2911730,Yes,No
2911760,No,Yes
2912010,Yes,No
2912180,Yes,No
2912240,Yes,No
2912600,Yes,Yes
2912630,Yes,No
2912660,Yes,Yes
2912720,Yes,Yes
2914280,No,Yes
2912780,Yes,No
2912840,Yes,Yes
2912870,No,Yes
2913230,Yes,Yes
2913260,Yes,No
2913320,Yes,Yes
2913380,Yes,Yes
2912690,Yes,Yes
2913500,No,Yes
2913590,No,Yes
2913620,Yes,No
2913770,Yes,Yes
2913800,Yes,No
2914310,Yes,Yes
2914340,Yes,No
2914320,Yes,Yes
2914370,Yes,No
2914460,Yes,No
2914520,No,Yes
2914550,Yes,No
2914840,Yes,Yes
2915240,No,Yes
2915300,Yes,Yes
2915330,No,Yes
2915420,No,Yes
2915510,No,Yes
2916290,Yes,No
2916350,Yes,No
2915060,Yes,No
2916400,Yes,No
2916500,Yes,No
2916530,No,Yes
2916620,Yes,Yes
2931140,Yes,No
2911280,Yes,Yes
2916950,Yes,Yes
2910110,Yes,No
2910520,Yes,No
2918450,Yes,Yes
2918460,No,Yes
2918480,Yes,No
2918600,Yes,Yes
2918670,Yes,No
2906000,No,Yes
2919140,No,Yes
2919200,Yes,No
2919260,Yes,No
2923400,Yes,Yes
2919380,No,Yes
2921880,Yes,Yes
2919840,Yes,Yes
2919890,Yes,No
2919950,No,Yes
2919980,Yes,Yes
2900001,Yes,Yes
2920280,No,Yes
2920340,Yes,Yes
2920370,Yes,No
2920610,Yes,No
2920640,No,Yes
2920820,No,Yes
2920840,No,Yes
2920880,Yes,No
2920940,No,Yes
2921120,Yes,No
2921180,Yes,No
2921210,No,Yes
2921360,No,Yes
2929610,Yes,Yes
2930840,Yes,Yes
2921480,Yes,Yes
2921510,Yes,No
2921540,Yes,Yes
2921720,Yes,Yes
2921750,Yes,Yes
2921840,Yes,No
2900004,Yes,No
2922110,No,Yes
2922140,Yes,No
2922470,No,Yes
2922500,Yes,No
2922560,No,Yes
2922650,Yes,No
2915630,Yes,Yes
2922770,No,Yes
2920750,No,Yes
2921690,No,Yes
2923760,Yes,No
2928140,No,Yes
2905430,Yes,No
2910650,Yes,No
2927600,Yes,No
2922920,No,Yes
2922950,Yes,No
2923040,Yes,No
2927450,Yes,No
2916860,Yes,No
2908490,Yes,No
2923270,Yes,Yes
2923530,No,Yes
2923670,Yes,Yes
2923790,Yes,No
2915270,No,Yes
2924690,Yes,No
2925080,Yes,Yes
2925140,No,Yes
2911040,Yes,No
2925210,No,Yes
2925450,Yes,No
2900003,Yes,No
2925500,Yes,No
2925530,Yes,No
2925590,No,Yes
2925620,Yes,No
2925640,Yes,Yes
2925650,Yes,Yes
2925710,No,Yes
2926040,Yes,Yes
2926160,Yes,No
2926190,Yes,No
2926310,Yes,No
2926400,Yes,No
2926430,Yes,No
2931230,Yes,No
2926490,Yes,No
2926550,Yes,Yes
2926580,Yes,Yes
2926640,Yes,No
2926670,Yes,No
2926790,No,Yes
2926940,Yes,Yes
2927090,Yes,No
2927520,No,Yes
2927540,Yes,No
2927660,Yes,Yes
2920700,No,Yes
2921420,Yes,No
2927830,Yes,No
2927870,Yes,No
2927930,Yes,No
2928110,No,Yes
2928170,Yes,Yes
2928200,Yes,No
2928260,Yes,No
2911010,Yes,Yes
2900002,Yes,No
2928470,Yes,Yes
2928530,Yes,No
2928590,Yes,Yes
2928620,Yes,No
2928710,Yes,No
2928770,Yes,No
2927060,Yes,No
2929280,Yes,No
2929340,No,Yes
2929520,Yes,Yes
2929580,Yes,Yes
2929700,Yes,No
2929730,Yes,Yes
2929810,Yes,Yes
2929880,No,Yes
2929910,Yes,No
2929940,No,Yes
2930270,Yes,No
2923370,Yes,Yes
2930300,No,Yes
2930360,Yes,No
2930390,No,Yes
2930520,Yes,No
2930750,Yes,Yes
2930780,Yes,No
2930810,Yes,No
2931070,Yes,No
2931460,Yes,Yes
2931680,Yes,No
2918240,Yes,No
2931920,Yes,Yes
2931950,Yes,No
2932070,Yes,Yes
2932220,Yes,Yes
2919350,Yes,No
2932300,No,Yes
2932490,Yes,Yes
3102790,No,Yes
3100080,No,Yes
3100070,No,Yes
3103060,No,Yes
3103090,No,Yes
3103120,No,Yes
3100073,No,Yes
3103210,No,Yes
3103440,Yes,Yes
3100067,No,Yes
3100090,No,Yes
3104020,No,Yes
3104140,No,Yes
3104200,No,Yes
3102820,No,Yes
3100187,No,Yes
3104290,No,Yes
3100105,No,Yes
3100124,No,Yes
3104640,No,Yes
3100012,No,Yes
3100015,No,Yes
3100099,No,Yes
3104920,No,No
3100185,No,Yes
3105010,No,Yes
3100163,No,Yes
3105160,No,Yes
3105280,No,Yes
3105520,Yes,Yes
3100140,No,Yes
3105550,No,Yes
3105630,No,Yes
3100130,No,Yes
3105910,No,Yes
3100125,No,Yes
3100077,Yes,Yes
3180080,Not in SIAPE,Yes
3180170,Not in SIAPE,Yes
3170050,No,Yes
3100025,No,Yes
3170140,No,Yes
3170220,No,Yes
3100111,No,Yes
3100133,No,Yes
3100118,No,Yes
3100065,No,Yes
3100096,No,Yes
3100091,No,Yes
3170800,Yes,Yes
3100170,Yes,Yes
3171520,No,Yes
3171610,No,Yes
3109120,Yes,Yes
3100117,No,Yes
3171730,No,Yes
3100123,No,Yes
3100183,No,Yes
3100179,No,Yes
3172150,No,Yes
3172210,No,Yes
3176400,Yes,Yes
3100176,No,Yes
3172480,Yes,Yes
3172570,No,Yes
3100004,No,Yes
3172720,No,Yes
3172780,No,Yes
3100072,No,Yes
3172910,No,Yes
3100114,No,Yes
3173090,No,Yes
3173120,Yes,Yes
3173210,No,Yes
3173230,No,Yes
3100023,No,Yes
3173440,No,Yes
3173560,No,Yes
3173600,No,Yes
3173660,No,Yes
3100097,No,Yes
3174040,No,Yes
3174220,No,Yes
3174340,No,Yes
3174370,Yes,Yes
3100154,Not in SIAPE,Yes
3174640,No,Yes
3174940,No,Yes
3175000,No,Yes
3175030,No,Yes
3175330,No,Yes
3175360,No,Yes
3175390,No,Yes
3100157,No,Yes
3175510,No,Yes
3175570,No,Yes
3175690,No,Yes
3175810,No,Yes
3175930,No,Yes
3175960,No,Yes
3175990,No,Yes
3100184,No,Yes
3176170,No,Yes
3176380,No,Yes
3176410,No,Yes
3100076,No,Yes
3176590,No,Yes
3176650,No,Yes
3100066,No,Yes
3176800,Yes,Yes
3100122,No,Yes
3100110,No,Yes
3100109,No,Yes
3176980,No,Yes
3177100,No,Yes
3100082,No,Yes
3100189,No,Yes
3177340,No,Yes
3100029,No,Yes
3100024,No,Yes
